detector,pixel_number,slot,source,linear_position,horizontal_position,within_scanned_range
lower,1057,R2C3,Ce-139-9179,34.261,0.578,True
lower,1058,R1C1,Bi-207-8890,31.873,-0.764,False
lower,1058,R1C2,Bi-207-9177,32.155,-2.02,False
lower,1058,R1C3,Bi-207-9176,32.664,-3.182,False
lower,1058,R2C1,Sn-113-9183,33.603,-0.728,False
lower,1058,R2C2,Cd-109-9178,34.144,-2.22,False
lower,1058,R2C3,Ce-139-9179,34.243,-3.21,False
lower,1059,R1C1,Bi-207-8890,31.84,-0.434,True
lower,1059,R1C2,Bi-207-9177,32.122,-1.69,False
lower,1059,R1C3,Bi-207-9176,32.632,-2.852,False
lower,1059,R2C1,Sn-113-9183,33.57,-0.398,True
lower,1059,R2C2,Cd-109-9178,34.112,-1.89,False
lower,1059,R2C3,Ce-139-9179,34.21,-2.88,False
lower,1060,R1C1,Bi-207-8890,31.807,-0.104,True
lower,1060,R1C2,Bi-207-9177,32.09,-1.36,False
lower,1060,R1C3,Bi-207-9176,32.599,-2.522,False
lower,1060,R2C1,Sn-113-9183,33.537,-0.068,True
lower,1060,R2C2,Cd-109-9178,34.079,-1.56,False
lower,1060,R2C3,Ce-139-9179,34.177,-2.55,False
lower,1061,R1C1,Bi-207-8890,31.775,0.226,False
lower,1061,R1C2,Bi-207-9177,32.057,-1.03,False
lower,1061,R1C3,Bi-207-9176,32.566,-2.192,False
lower,1061,R2C1,Sn-113-9183,33.504,0.262,True
lower,1061,R2C2,Cd-109-9178,34.046,-1.23,False
lower,1061,R2C3,Ce-139-9179,34.144,-2.22,False
lower,1062,R1C1,Bi-207-8890,31.742,0.556,False
lower,1062,R1C2,Bi-207-9177,32.024,-0.7,False
lower,1062,R1C3,Bi-207-9176,32.533,-1.862,False
lower,1062,R2C1,Sn-113-9183,33.472,0.592,False
lower,1062,R2C2,Cd-109-9178,34.014,-0.9,False
lower,1062,R2C3,Ce-139-9179,34.112,-1.89,False
lower,1063,R1C1,Bi-207-8890,31.709,0.886,False
lower,1063,R1C2,Bi-207-9177,31.991,-0.37,True
lower,1063,R1C3,Bi-207-9176,32.501,-1.532,False
lower,1063,R2C1,Sn-113-9183,33.439,0.922,False
lower,1063,R2C2,Cd-109-9178,33.981,-0.57,True
lower,1063,R2C3,Ce-139-9179,34.079,-1.56,False
lower,1064,R1C1,Bi-207-8890,31.676,1.216,False
lower,1064,R1C2,Bi-207-9177,31.959,-0.04,True
lower,1064,R1C3,Bi-207-9176,32.468,-1.202,False
lower,1064,R2C1,Sn-113-9183,33.406,1.252,False
lower,1064,R2C2,Cd-109-9178,33.948,-0.24,True
lower,1064,R2C3,Ce-139-9179,34.046,-1.23,False
lower,1065,R1C1,Bi-207-8890,31.644,1.546,False
lower,1065,R1C2,Bi-207-9177,31.926,0.29,True
lower,1065,R1C3,Bi-207-9176,32.435,-0.872,False
lower,1065,R2C1,Sn-113-9183,33.373,1.582,False
lower,1065,R2C2,Cd-109-9178,33.915,0.09,True
lower,1065,R2C3,Ce-139-9179,34.014,-0.9,False
lower,1066,R1C1,Bi-207-8890,31.611,1.876,False
lower,1066,R1C2,Bi-207-9177,31.893,0.62,False
lower,1066,R1C3,Bi-207-9176,32.402,-0.542,True
lower,1066,R2C1,Sn-113-9183,33.341,1.912,False
lower,1066,R2C2,Cd-109-9178,33.883,0.42,True
lower,1066,R2C3,Ce-139-9179,33.981,-0.57,True
lower,1067,R1C1,Bi-207-8890,31.578,2.206,False
lower,1067,R1C2,Bi-207-9177,31.861,0.949,False
lower,1067,R1C3,Bi-207-9176,32.37,-0.212,True
lower,1067,R2C1,Sn-113-9183,33.308,2.242,False
lower,1067,R2C2,Cd-109-9178,33.85,0.75,False
lower,1067,R2C3,Ce-139-9179,33.948,-0.24,True
lower,1068,R1C1,Bi-207-8890,31.546,2.536,False
lower,1068,R1C2,Bi-207-9177,31.828,1.279,False
lower,1068,R1C3,Bi-207-9176,32.337,0.118,True
lower,1068,R2C1,Sn-113-9183,33.275,2.572,False
lower,1068,R2C2,Cd-109-9178,33.817,1.08,False
lower,1068,R2C3,Ce-139-9179,33.915,0.09,True
lower,1069,R1C1,Bi-207-8890,31.513,2.866,False
lower,1069,R1C2,Bi-207-9177,31.795,1.609,False
lower,1069,R1C3,Bi-207-9176,32.304,0.448,True
lower,1069,R2C1,Sn-113-9183,33.242,2.902,False
lower,1069,R2C2,Cd-109-9178,33.784,1.41,False
lower,1069,R2C3,Ce-139-9179,33.883,0.42,True
lower,1070,R1C1,Bi-207-8890,31.48,3.196,False
lower,1070,R1C2,Bi-207-9177,31.762,1.939,False
lower,1070,R1C3,Bi-207-9176,32.271,0.778,False
lower,1070,R2C1,Sn-113-9183,33.21,3.232,False
lower,1070,R2C2,Cd-109-9178,33.752,1.74,False
lower,1070,R2C3,Ce-139-9179,33.85,0.75,False
lower,1071,R1C1,Bi-207-8890,31.462,-0.592,False
lower,1071,R1C2,Bi-207-9177,31.744,-1.849,False
lower,1071,R1C3,Bi-207-9176,32.253,-3.01,False
lower,1071,R2C1,Sn-113-9183,33.192,-0.556,True
lower,1071,R2C2,Cd-109-9178,33.733,-2.048,False
lower,1071,R2C3,Ce-139-9179,33.832,-3.038,False
lower,1072,R1C1,Bi-207-8890,31.429,-0.262,False
lower,1072,R1C2,Bi-207-9177,31.711,-1.519,False
lower,1072,R1C3,Bi-207-9176,32.221,-2.68,False
lower,1072,R2C1,Sn-113-9183,33.159,-0.226,True
lower,1072,R2C2,Cd-109-9178,33.701,-1.718,False
lower,1072,R2C3,Ce-139-9179,33.799,-2.708,False
lower,1073,R1C1,Bi-207-8890,31.396,0.068,False
lower,1073,R1C2,Bi-207-9177,31.679,-1.189,False
lower,1073,R1C3,Bi-207-9176,32.188,-2.35,False
lower,1073,R2C1,Sn-113-9183,33.126,0.104,True
lower,1073,R2C2,Cd-109-9178,33.668,-1.388,False
lower,1073,R2C3,Ce-139-9179,33.766,-2.378,False
lower,1074,R1C1,Bi-207-8890,31.364,0.398,False
lower,1074,R1C2,Bi-207-9177,31.646,-0.859,False
lower,1074,R1C3,Bi-207-9176,32.155,-2.02,False
lower,1074,R2C1,Sn-113-9183,33.093,0.434,True
lower,1074,R2C2,Cd-109-9178,33.635,-1.058,False
lower,1074,R2C3,Ce-139-9179,33.733,-2.048,False
lower,1075,R1C1,Bi-207-8890,31.331,0.728,False
lower,1075,R1C2,Bi-207-9177,31.613,-0.529,False
lower,1075,R1C3,Bi-207-9176,32.122,-1.69,False
lower,1075,R2C1,Sn-113-9183,33.061,0.764,False
lower,1075,R2C2,Cd-109-9178,33.603,-0.728,False
lower,1075,R2C3,Ce-139-9179,33.701,-1.718,False
lower,1076,R1C1,Bi-207-8890,31.298,1.058,False
lower,1076,R1C2,Bi-207-9177,31.58,-0.199,False
lower,1076,R1C3,Bi-207-9176,32.09,-1.36,False
lower,1076,R2C1,Sn-113-9183,33.028,1.094,False
lower,1076,R2C2,Cd-109-9178,33.57,-0.398,True
lower,1076,R2C3,Ce-139-9179,33.668,-1.388,False
lower,1077,R1C1,Bi-207-8890,31.266,1.388,False
lower,1077,R1C2,Bi-207-9177,31.548,0.131,False
lower,1077,R1C3,Bi-207-9176,32.057,-1.03,False
lower,1077,R2C1,Sn-113-9183,32.995,1.424,False
lower,1077,R2C2,Cd-109-9178,33.537,-0.068,True
lower,1077,R2C3,Ce-139-9179,33.635,-1.058,False
lower,1078,R1C1,Bi-207-8890,31.233,1.718,False
lower,1078,R1C2,Bi-207-9177,31.515,0.461,False
lower,1078,R1C3,Bi-207-9176,32.024,-0.7,False
lower,1078,R2C1,Sn-113-9183,32.962,1.754,False
lower,1078,R2C2,Cd-109-9178,33.504,0.262,True
lower,1078,R2C3,Ce-139-9179,33.603,-0.728,False
lower,1079,R1C1,Bi-207-8890,31.2,2.048,False
lower,1079,R1C2,Bi-207-9177,31.482,0.791,False
lower,1079,R1C3,Bi-207-9176,31.991,-0.37,True
lower,1079,R2C1,Sn-113-9183,32.93,2.084,False
lower,1079,R2C2,Cd-109-9178,33.472,0.592,False
lower,1079,R2C3,Ce-139-9179,33.57,-0.398,True
lower,1080,R1C1,Bi-207-8890,31.167,2.378,False
lower,1080,R1C2,Bi-207-9177,31.45,1.121,False
lower,1080,R1C3,Bi-207-9176,31.959,-0.04,True
lower,1080,R2C1,Sn-113-9183,32.897,2.414,False
lower,1080,R2C2,Cd-109-9178,33.439,0.922,False
lower,1080,R2C3,Ce-139-9179,33.537,-0.068,True
lower,1081,R1C1,Bi-207-8890,31.135,2.708,False
lower,1081,R1C2,Bi-207-9177,31.417,1.451,False
lower,1081,R1C3,Bi-207-9176,31.926,0.29,True
lower,1081,R2C1,Sn-113-9183,32.864,2.744,False
lower,1081,R2C2,Cd-109-9178,33.406,1.252,False
lower,1081,R2C3,Ce-139-9179,33.504,0.262,True
lower,1082,R1C1,Bi-207-8890,31.102,3.038,False
lower,1082,R1C2,Bi-207-9177,31.384,1.781,False
lower,1082,R1C3,Bi-207-9176,31.893,0.62,False
lower,1082,R2C1,Sn-113-9183,32.832,3.074,False
lower,1082,R2C2,Cd-109-9178,33.373,1.582,False
lower,1082,R2C3,Ce-139-9179,33.472,0.592,False
lower,1083,R1C1,Bi-207-8890,31.051,-0.42,False
lower,1083,R1C2,Bi-207-9177,31.333,-1.677,False
lower,1083,R1C3,Bi-207-9176,31.842,-2.839,False
lower,1083,R2C1,Sn-113-9183,32.781,-0.384,True
lower,1083,R2C2,Cd-109-9178,33.323,-1.876,False
lower,1083,R2C3,Ce-139-9179,33.421,-2.866,False
lower,1084,R1C1,Bi-207-8890,31.018,-0.09,False
lower,1084,R1C2,Bi-207-9177,31.3,-1.347,False
lower,1084,R1C3,Bi-207-9176,31.81,-2.509,False
lower,1084,R2C1,Sn-113-9183,32.748,-0.054,True
lower,1084,R2C2,Cd-109-9178,33.29,-1.546,False
lower,1084,R2C3,Ce-139-9179,33.388,-2.536,False
lower,1085,R1C1,Bi-207-8890,30.985,0.24,False
lower,1085,R1C2,Bi-207-9177,31.268,-1.017,False
lower,1085,R1C3,Bi-207-9176,31.777,-2.179,False
lower,1085,R2C1,Sn-113-9183,32.715,0.276,True
lower,1085,R2C2,Cd-109-9178,33.257,-1.216,False
lower,1085,R2C3,Ce-139-9179,33.355,-2.206,False
lower,1086,R1C1,Bi-207-8890,30.953,0.57,False
lower,1086,R1C2,Bi-207-9177,31.235,-0.687,False
lower,1086,R1C3,Bi-207-9176,31.744,-1.849,False
lower,1086,R2C1,Sn-113-9183,32.682,0.606,False
lower,1086,R2C2,Cd-109-9178,33.224,-0.886,False
lower,1086,R2C3,Ce-139-9179,33.323,-1.876,False
lower,1087,R1C1,Bi-207-8890,30.92,0.9,False
lower,1087,R1C2,Bi-207-9177,31.202,-0.357,False
lower,1087,R1C3,Bi-207-9176,31.711,-1.519,False
lower,1087,R2C1,Sn-113-9183,32.65,0.936,False
lower,1087,R2C2,Cd-109-9178,33.192,-0.556,True
lower,1087,R2C3,Ce-139-9179,33.29,-1.546,False
lower,1088,R1C1,Bi-207-8890,30.887,1.23,False
lower,1088,R1C2,Bi-207-9177,31.17,-0.027,False
lower,1088,R1C3,Bi-207-9176,31.679,-1.189,False
lower,1088,R2C1,Sn-113-9183,32.617,1.266,False
lower,1088,R2C2,Cd-109-9178,33.159,-0.226,True
lower,1088,R2C3,Ce-139-9179,33.257,-1.216,False
lower,1089,R1C1,Bi-207-8890,30.855,1.56,False
lower,1089,R1C2,Bi-207-9177,31.137,0.303,False
lower,1089,R1C3,Bi-207-9176,31.646,-0.859,False
lower,1089,R2C1,Sn-113-9183,32.584,1.596,False
lower,1089,R2C2,Cd-109-9178,33.126,0.104,True
lower,1089,R2C3,Ce-139-9179,33.224,-0.886,False
lower,1090,R1C1,Bi-207-8890,30.822,1.89,False
lower,1090,R1C2,Bi-207-9177,31.104,0.633,False
lower,1090,R1C3,Bi-207-9176,31.613,-0.529,False
lower,1090,R2C1,Sn-113-9183,32.552,1.926,False
lower,1090,R2C2,Cd-109-9178,33.093,0.434,True
lower,1090,R2C3,Ce-139-9179,33.192,-0.556,True
lower,1091,R1C1,Bi-207-8890,30.789,2.22,False
lower,1091,R1C2,Bi-207-9177,31.071,0.963,False
lower,1091,R1C3,Bi-207-9176,31.58,-0.199,False
lower,1091,R2C1,Sn-113-9183,32.519,2.256,False
lower,1091,R2C2,Cd-109-9178,33.061,0.764,False
lower,1091,R2C3,Ce-139-9179,33.159,-0.226,True
lower,1092,R1C1,Bi-207-8890,30.756,2.55,False
lower,1092,R1C2,Bi-207-9177,31.039,1.293,False
lower,1092,R1C3,Bi-207-9176,31.548,0.131,False
lower,1092,R2C1,Sn-113-9183,32.486,2.586,False
lower,1092,R2C2,Cd-109-9178,33.028,1.094,False
lower,1092,R2C3,Ce-139-9179,33.126,0.104,True
lower,1093,R1C1,Bi-207-8890,30.724,2.88,False
lower,1093,R1C2,Bi-207-9177,31.006,1.623,False
lower,1093,R1C3,Bi-207-9176,31.515,0.461,False
lower,1093,R2C1,Sn-113-9183,32.453,2.916,False
lower,1093,R2C2,Cd-109-9178,32.995,1.424,False
lower,1093,R2C3,Ce-139-9179,33.093,0.434,True
lower,1094,R1C1,Bi-207-8890,30.64,-0.248,False
lower,1094,R1C2,Bi-207-9177,30.922,-1.505,False
lower,1094,R1C3,Bi-207-9176,31.431,-2.667,False
lower,1094,R2C1,Sn-113-9183,32.37,-0.212,True
lower,1094,R2C2,Cd-109-9178,32.912,-1.704,False
lower,1094,R2C3,Ce-139-9179,33.01,-2.694,False
lower,1095,R1C1,Bi-207-8890,30.607,0.082,False
lower,1095,R1C2,Bi-207-9177,30.889,-1.175,False
lower,1095,R1C3,Bi-207-9176,31.399,-2.337,False
lower,1095,R2C1,Sn-113-9183,32.337,0.118,True
lower,1095,R2C2,Cd-109-9178,32.879,-1.374,False
lower,1095,R2C3,Ce-139-9179,32.977,-2.364,False
lower,1096,R1C1,Bi-207-8890,30.575,0.412,False
lower,1096,R1C2,Bi-207-9177,30.857,-0.845,False
lower,1096,R1C3,Bi-207-9176,31.366,-2.007,False
lower,1096,R2C1,Sn-113-9183,32.304,0.448,True
lower,1096,R2C2,Cd-109-9178,32.846,-1.044,False
lower,1096,R2C3,Ce-139-9179,32.944,-2.034,False
lower,1097,R1C1,Bi-207-8890,30.542,0.742,False
lower,1097,R1C2,Bi-207-9177,30.824,-0.515,False
lower,1097,R1C3,Bi-207-9176,31.333,-1.677,False
lower,1097,R2C1,Sn-113-9183,32.271,0.778,False
lower,1097,R2C2,Cd-109-9178,32.813,-0.714,False
lower,1097,R2C3,Ce-139-9179,32.912,-1.704,False
lower,1098,R1C1,Bi-207-8890,30.509,1.072,False
lower,1098,R1C2,Bi-207-9177,30.791,-0.185,False
lower,1098,R1C3,Bi-207-9176,31.3,-1.347,False
lower,1098,R2C1,Sn-113-9183,32.239,1.108,False
lower,1098,R2C2,Cd-109-9178,32.781,-0.384,True
lower,1098,R2C3,Ce-139-9179,32.879,-1.374,False
lower,1099,R1C1,Bi-207-8890,30.476,1.402,False
lower,1099,R1C2,Bi-207-9177,30.759,0.145,False
lower,1099,R1C3,Bi-207-9176,31.268,-1.017,False
lower,1099,R2C1,Sn-113-9183,32.206,1.438,False
lower,1099,R2C2,Cd-109-9178,32.748,-0.054,True
lower,1099,R2C3,Ce-139-9179,32.846,-1.044,False
lower,1100,R1C1,Bi-207-8890,30.444,1.732,False
lower,1100,R1C2,Bi-207-9177,30.726,0.475,False
lower,1100,R1C3,Bi-207-9176,31.235,-0.687,False
lower,1100,R2C1,Sn-113-9183,32.173,1.768,False
lower,1100,R2C2,Cd-109-9178,32.715,0.276,True
lower,1100,R2C3,Ce-139-9179,32.813,-0.714,False
lower,1101,R1C1,Bi-207-8890,30.411,2.062,False
lower,1101,R1C2,Bi-207-9177,30.693,0.805,False
lower,1101,R1C3,Bi-207-9176,31.202,-0.357,False
lower,1101,R2C1,Sn-113-9183,32.141,2.098,False
lower,1101,R2C2,Cd-109-9178,32.682,0.606,False
lower,1101,R2C3,Ce-139-9179,32.781,-0.384,True
lower,1102,R1C1,Bi-207-8890,30.378,2.392,False
lower,1102,R1C2,Bi-207-9177,30.66,1.135,False
lower,1102,R1C3,Bi-207-9176,31.17,-0.027,False
lower,1102,R2C1,Sn-113-9183,32.108,2.428,False
lower,1102,R2C2,Cd-109-9178,32.65,0.936,False
lower,1102,R2C3,Ce-139-9179,32.748,-0.054,True
lower,1103,R1C1,Bi-207-8890,30.345,2.722,False
lower,1103,R1C2,Bi-207-9177,30.628,1.465,False
lower,1103,R1C3,Bi-207-9176,31.137,0.303,False
lower,1103,R2C1,Sn-113-9183,32.075,2.758,False
lower,1103,R2C2,Cd-109-9178,32.617,1.266,False
lower,1103,R2C3,Ce-139-9179,32.715,0.276,True
lower,1104,R1C1,Bi-207-8890,30.229,-0.076,False
lower,1104,R1C2,Bi-207-9177,30.511,-1.333,False
lower,1104,R1C3,Bi-207-9176,31.02,-2.495,False
lower,1104,R2C1,Sn-113-9183,31.959,-0.04,True
lower,1104,R2C2,Cd-109-9178,32.501,-1.532,False
lower,1104,R2C3,Ce-139-9179,32.599,-2.522,False
lower,1105,R1C1,Bi-207-8890,30.196,0.254,False
lower,1105,R1C2,Bi-207-9177,30.479,-1.003,False
lower,1105,R1C3,Bi-207-9176,30.988,-2.165,False
lower,1105,R2C1,Sn-113-9183,31.926,0.29,True
lower,1105,R2C2,Cd-109-9178,32.468,-1.202,False
lower,1105,R2C3,Ce-139-9179,32.566,-2.192,False
lower,1106,R1C1,Bi-207-8890,30.164,0.584,False
lower,1106,R1C2,Bi-207-9177,30.446,-0.673,False
lower,1106,R1C3,Bi-207-9176,30.955,-1.835,False
lower,1106,R2C1,Sn-113-9183,31.893,0.62,False
lower,1106,R2C2,Cd-109-9178,32.435,-0.872,False
lower,1106,R2C3,Ce-139-9179,32.533,-1.862,False
lower,1107,R1C1,Bi-207-8890,30.131,0.914,False
lower,1107,R1C2,Bi-207-9177,30.413,-0.343,False
lower,1107,R1C3,Bi-207-9176,30.922,-1.505,False
lower,1107,R2C1,Sn-113-9183,31.861,0.949,False
lower,1107,R2C2,Cd-109-9178,32.402,-0.542,True
lower,1107,R2C3,Ce-139-9179,32.501,-1.532,False
lower,1108,R1C1,Bi-207-8890,30.098,1.244,False
lower,1108,R1C2,Bi-207-9177,30.38,-0.013,False
lower,1108,R1C3,Bi-207-9176,30.889,-1.175,False
lower,1108,R2C1,Sn-113-9183,31.828,1.279,False
lower,1108,R2C2,Cd-109-9178,32.37,-0.212,True
lower,1108,R2C3,Ce-139-9179,32.468,-1.202,False
lower,1109,R1C1,Bi-207-8890,30.065,1.574,False
lower,1109,R1C2,Bi-207-9177,30.348,0.317,False
lower,1109,R1C3,Bi-207-9176,30.857,-0.845,False
lower,1109,R2C1,Sn-113-9183,31.795,1.609,False
lower,1109,R2C2,Cd-109-9178,32.337,0.118,True
lower,1109,R2C3,Ce-139-9179,32.435,-0.872,False
lower,1110,R1C1,Bi-207-8890,30.033,1.904,False
lower,1110,R1C2,Bi-207-9177,30.315,0.647,False
lower,1110,R1C3,Bi-207-9176,30.824,-0.515,False
lower,1110,R2C1,Sn-113-9183,31.762,1.939,False
lower,1110,R2C2,Cd-109-9178,32.304,0.448,True
lower,1110,R2C3,Ce-139-9179,32.402,-0.542,True
lower,1111,R1C1,Bi-207-8890,30.0,2.234,False
lower,1111,R1C2,Bi-207-9177,30.282,0.977,False
lower,1111,R1C3,Bi-207-9176,30.791,-0.185,False
lower,1111,R2C1,Sn-113-9183,31.73,2.269,False
lower,1111,R2C2,Cd-109-9178,32.271,0.778,False
lower,1111,R2C3,Ce-139-9179,32.37,-0.212,True
lower,1112,R1C1,Bi-207-8890,29.967,2.564,False
lower,1112,R1C2,Bi-207-9177,30.249,1.307,False
lower,1112,R1C3,Bi-207-9176,30.759,0.145,False
lower,1112,R2C1,Sn-113-9183,31.697,2.599,False
lower,1112,R2C2,Cd-109-9178,32.239,1.108,False
lower,1112,R2C3,Ce-139-9179,32.337,0.118,True
lower,1113,R1C1,Bi-207-8890,29.818,0.096,False
lower,1113,R1C2,Bi-207-9177,30.1,-1.161,False
lower,1113,R1C3,Bi-207-9176,30.609,-2.323,False
lower,1113,R2C1,Sn-113-9183,31.548,0.131,False
lower,1113,R2C2,Cd-109-9178,32.09,-1.36,False
lower,1113,R2C3,Ce-139-9179,32.188,-2.35,False
lower,1114,R1C1,Bi-207-8890,29.785,0.426,False
lower,1114,R1C2,Bi-207-9177,30.068,-0.831,False
lower,1114,R1C3,Bi-207-9176,30.577,-1.993,False
lower,1114,R2C1,Sn-113-9183,31.515,0.461,False
lower,1114,R2C2,Cd-109-9178,32.057,-1.03,False
lower,1114,R2C3,Ce-139-9179,32.155,-2.02,False
lower,1115,R1C1,Bi-207-8890,29.753,0.756,False
lower,1115,R1C2,Bi-207-9177,30.035,-0.501,False
lower,1115,R1C3,Bi-207-9176,30.544,-1.663,False
lower,1115,R2C1,Sn-113-9183,31.482,0.791,False
lower,1115,R2C2,Cd-109-9178,32.024,-0.7,False
lower,1115,R2C3,Ce-139-9179,32.122,-1.69,False
lower,1116,R1C1,Bi-207-8890,29.72,1.086,False
lower,1116,R1C2,Bi-207-9177,30.002,-0.171,False
lower,1116,R1C3,Bi-207-9176,30.511,-1.333,False
lower,1116,R2C1,Sn-113-9183,31.45,1.121,False
lower,1116,R2C2,Cd-109-9178,31.991,-0.37,True
lower,1116,R2C3,Ce-139-9179,32.09,-1.36,False
lower,1117,R1C1,Bi-207-8890,29.687,1.416,False
lower,1117,R1C2,Bi-207-9177,29.969,0.159,False
lower,1117,R1C3,Bi-207-9176,30.479,-1.003,False
lower,1117,R2C1,Sn-113-9183,31.417,1.451,False
lower,1117,R2C2,Cd-109-9178,31.959,-0.04,True
lower,1117,R2C3,Ce-139-9179,32.057,-1.03,False
lower,1118,R1C1,Bi-207-8890,29.654,1.746,False
lower,1118,R1C2,Bi-207-9177,29.937,0.489,False
lower,1118,R1C3,Bi-207-9176,30.446,-0.673,False
lower,1118,R2C1,Sn-113-9183,31.384,1.781,False
lower,1118,R2C2,Cd-109-9178,31.926,0.29,True
lower,1118,R2C3,Ce-139-9179,32.024,-0.7,False
lower,1119,R1C1,Bi-207-8890,29.622,2.076,False
lower,1119,R1C2,Bi-207-9177,29.904,0.819,False
lower,1119,R1C3,Bi-207-9176,30.413,-0.343,False
lower,1119,R2C1,Sn-113-9183,31.351,2.111,False
lower,1119,R2C2,Cd-109-9178,31.893,0.62,False
lower,1119,R2C3,Ce-139-9179,31.991,-0.37,True
lower,1120,R1C1,Bi-207-8890,29.589,2.406,False
lower,1120,R1C2,Bi-207-9177,29.871,1.149,False
lower,1120,R1C3,Bi-207-9176,30.38,-0.013,False
lower,1120,R2C1,Sn-113-9183,31.319,2.441,False
lower,1120,R2C2,Cd-109-9178,31.861,0.949,False
lower,1120,R2C3,Ce-139-9179,31.959,-0.04,True
lower,1121,R1C1,Bi-207-8890,29.407,0.268,False
lower,1121,R1C2,Bi-207-9177,29.689,-0.989,False
lower,1121,R1C3,Bi-207-9176,30.198,-2.151,False
lower,1121,R2C1,Sn-113-9183,31.137,0.303,False
lower,1121,R2C2,Cd-109-9178,31.679,-1.189,False
lower,1121,R2C3,Ce-139-9179,31.777,-2.179,False
lower,1122,R1C1,Bi-207-8890,29.374,0.598,False
lower,1122,R1C2,Bi-207-9177,29.657,-0.659,False
lower,1122,R1C3,Bi-207-9176,30.166,-1.821,False
lower,1122,R2C1,Sn-113-9183,31.104,0.633,False
lower,1122,R2C2,Cd-109-9178,31.646,-0.859,False
lower,1122,R2C3,Ce-139-9179,31.744,-1.849,False
lower,1123,R1C1,Bi-207-8890,29.342,0.928,False
lower,1123,R1C2,Bi-207-9177,29.624,-0.329,False
lower,1123,R1C3,Bi-207-9176,30.133,-1.491,False
lower,1123,R2C1,Sn-113-9183,31.071,0.963,False
lower,1123,R2C2,Cd-109-9178,31.613,-0.529,False
lower,1123,R2C3,Ce-139-9179,31.711,-1.519,False
lower,1124,R1C1,Bi-207-8890,29.309,1.258,False
lower,1124,R1C2,Bi-207-9177,29.591,0.001,False
lower,1124,R1C3,Bi-207-9176,30.1,-1.161,False
lower,1124,R2C1,Sn-113-9183,31.039,1.293,False
lower,1124,R2C2,Cd-109-9178,31.58,-0.199,False
lower,1124,R2C3,Ce-139-9179,31.679,-1.189,False
lower,1125,R1C1,Bi-207-8890,29.276,1.588,False
lower,1125,R1C2,Bi-207-9177,29.558,0.331,False
lower,1125,R1C3,Bi-207-9176,30.068,-0.831,False
lower,1125,R2C1,Sn-113-9183,31.006,1.623,False
lower,1125,R2C2,Cd-109-9178,31.548,0.131,False
lower,1125,R2C3,Ce-139-9179,31.646,-0.859,False
lower,1126,R1C1,Bi-207-8890,29.243,1.918,False
lower,1126,R1C2,Bi-207-9177,29.526,0.661,False
lower,1126,R1C3,Bi-207-9176,30.035,-0.501,False
lower,1126,R2C1,Sn-113-9183,30.973,1.953,False
lower,1126,R2C2,Cd-109-9178,31.515,0.461,False
lower,1126,R2C3,Ce-139-9179,31.613,-0.529,False
lower,1127,R1C1,Bi-207-8890,29.211,2.248,False
lower,1127,R1C2,Bi-207-9177,29.493,0.991,False
lower,1127,R1C3,Bi-207-9176,30.002,-0.171,False
lower,1127,R2C1,Sn-113-9183,30.94,2.283,False
lower,1127,R2C2,Cd-109-9178,31.482,0.791,False
lower,1127,R2C3,Ce-139-9179,31.58,-0.199,False
