run,detector,slot,source,pred_x,pred_y,peak_pixel,snap_dist,n_pixels,pixels,flag
8839,upper,R2C2,Bi-207-9177,-5.81,-0.57,21,1.49,7,12;13;20;21;22;30;31,
8839,upper,R2C3,Bi-207-8779,-3.75,-5.2,54,1.74,5,43;54;55;66;67,
8839,lower,R1C2,Cd-109-9178,-0.8,1.72,1063,0.05,7,1050;1051;1062;1063;1064;1075;1076,
8839,lower,R1C3,Bi-207-8890,-0.88,-4.72,1067,0.49,5,1054;1066;1067;1068;1079,
8839,lower,R2C1,Bi-207-9176,-5.62,5.6,1105,1.2,4,1095;1096;1105;1106,
8839,lower,R2C2,Bi-207-9177,-5.63,-1.15,1109,1.26,5,1099;1100;1108;1109;1110,
8839,lower,R2C3,Bi-207-8779,-5.57,-7.56,1092,1.92,4,1080;1091;1092;1102,CHECK
8840,upper,R1C2,Cd-109-9178,0.65,1.98,75,0.62,4,63;75;76;87,
8840,upper,R1C3,Bi-207-8890,1.79,-4.04,79,1.08,7,66;67;78;79;80;90;91,
8840,upper,R2C1,Bi-207-9176,-4.96,5.38,26,0.74,5,17;26;27;36;37,
8840,upper,R2C2,Bi-207-9177,-4.08,-0.76,30,1.18,4,30;31;40;41,
8840,upper,R2C3,Bi-207-8779,-2.02,-5.39,43,1.74,4,32;42;43;54,
8840,lower,R1C2,Cd-109-9178,0.75,0.96,1051,0.1,7,1039;1040;1050;1051;1052;1063;1064,
8840,lower,R1C3,Bi-207-8890,0.67,-5.48,1054,1.15,5,1042;1043;1054;1055;1067,
8840,lower,R2C1,Bi-207-9176,-4.07,4.84,1085,0.47,4,1085;1086;1095;1096,
8840,lower,R2C2,Bi-207-9177,-4.08,-1.91,1089,0.37,7,1077;1078;1088;1089;1090;1099;1100,
8840,lower,R2C3,Bi-207-8779,-4.02,-8.31,1092,1.41,5,1080;1081;1091;1092;1102,
8841,upper,R1C2,Cd-109-9178,2.97,1.64,87,0.72,4,87;88;97;98,
8841,upper,R1C3,Bi-207-8890,4.11,-4.38,101,0.36,5,90;91;100;101;110,
8841,upper,R2C1,Bi-207-9176,-2.64,5.05,48,1.09,4,37;48;49;61,
8841,upper,R2C2,Bi-207-9177,-1.76,-1.1,52,0.54,7,40;41;51;52;53;64;65,
8841,upper,R2C3,Bi-207-8779,0.3,-5.73,66,2.49,5,54;66;67;78;79,CHECK
8841,lower,R1C2,Cd-109-9178,3.62,0.88,1029,0.13,7,1019;1020;1028;1029;1030;1039;1040,
8841,lower,R1C3,Bi-207-8890,3.53,-5.56,1032,1.25,5,1023;1032;1033;1042;1043,
8841,lower,R2C1,Bi-207-9176,-1.2,4.76,1074,1.13,7,1061;1062;1073;1074;1075;1085;1086,
8841,lower,R2C2,Bi-207-9177,-1.22,-1.99,1078,1.2,5,1065;1066;1077;1078;1089,
8841,lower,R2C3,Bi-207-8779,-1.15,-8.39,1081,1.25,5,1068;1069;1080;1081;1092,
8842,upper,R1C2,Cd-109-9178,5.15,2.01,107,0.29,7,97;98;106;107;108;115;116,
8842,upper,R1C3,Bi-207-8890,6.29,-4.02,110,1.18,7,100;101;109;110;111;118;119,
8842,upper,R2C1,Bi-207-9176,-0.46,5.41,61,0.36,5,60;61;62;73;74,
8842,upper,R2C2,Bi-207-9177,0.42,-0.74,77,0.35,5,64;65;77;78;89,
8842,upper,R2C3,Bi-207-8779,2.48,-5.36,90,1.91,3,79;90;91,CHECK
8842,lower,R1C2,Cd-109-9178,5.25,1.63,1019,0.1,7,1010;1011;1018;1019;1020;1028;1029,
8842,lower,R1C3,Bi-207-8890,5.17,-4.81,1023,0.4,4,1014;1022;1023;1032,
8842,lower,R2C1,Bi-207-9176,0.43,5.51,1049,1.22,4,1048;1049;1061;1062,
8842,lower,R2C2,Bi-207-9177,0.42,-1.24,1053,1.4,4,1041;1052;1053;1065,
8842,lower,R2C3,Bi-207-8779,0.48,-7.64,1056,0.31,4,1055;1056;1068;1069,
8843,upper,R1C2,Cd-109-9178,2.44,-0.11,88,0.22,4,77;88;89;99,
8843,upper,R1C3,Bi-207-8890,3.58,-6.13,92,1.55,5,80;81;91;92;102,
8843,upper,R2C1,Bi-207-9176,-3.17,3.3,51,2.6,7,39;40;50;51;52;63;64,CHECK
8843,upper,R2C2,Bi-207-9177,-2.29,-2.85,54,1.48,4,42;43;54;55,
8843,upper,R2C3,Bi-207-8779,-0.23,-7.47,68,0.76,3,56;68;69,
8843,lower,R2C3,Bi-207-8779,-2.18,-10.95,,,0,,CHECK
8843,lower,R1C2,Cd-109-9178,2.59,-1.67,1041,0.34,5,1030;1031;1040;1041;1042,
8843,lower,R1C3,Bi-207-8890,2.51,-8.11,1044,1.21,5,1033;1043;1044;1055;1056,
8843,lower,R2C1,Bi-207-9176,-2.23,2.21,1062,1.94,4,1049;1050;1061;1062,CHECK
8843,lower,R2C2,Bi-207-9177,-2.24,-4.54,1090,1.85,6,1078;1079;1090;1091;1100;1101,CHECK
8844,upper,R1C2,Cd-109-9178,6.27,2.23,115,0.61,4,106;107;115;116,
8844,upper,R1C3,Bi-207-8890,7.41,-3.79,110,2.18,4,109;110;118;119,CHECK
8844,upper,R2C1,Bi-207-9176,0.66,5.63,73,0.44,5,61;73;74;84;85,
8844,upper,R2C2,Bi-207-9177,1.54,-0.51,77,0.86,5,76;77;78;88;89,
8844,upper,R2C3,Bi-207-8779,3.6,-5.14,90,2.15,4,90;91;100;101,CHECK
8844,lower,R1C2,Cd-109-9178,6.57,0.75,1011,0.22,6,1004;1010;1011;1012;1019;1020,
8844,lower,R1C3,Bi-207-8890,6.49,-5.69,1023,1.33,5,1014;1022;1023;1032;1033,
8844,lower,R2C1,Bi-207-9176,1.75,4.63,1049,1.04,4,1037;1038;1048;1049,
8844,lower,R2C2,Bi-207-9177,1.74,-2.13,1041,0.65,4,1040;1041;1052;1053,
8844,lower,R2C3,Bi-207-8779,1.8,-8.53,1056,1.28,4,1044;1055;1056;1068,
8845,upper,R1C2,Cd-109-9178,4.37,2.4,97,0.66,4,97;98;106;107,
8845,upper,R1C3,Bi-207-8890,5.51,-3.63,100,2.04,5,90;100;101;109;110,CHECK
8845,upper,R2C1,Bi-207-9176,-1.24,5.8,48,1.05,4,48;49;60;61,
8845,upper,R2C2,Bi-207-9177,-0.36,-0.35,64,0.52,5,51;52;64;65;77,
8845,upper,R2C3,Bi-207-8779,1.7,-4.97,78,2.56,3,66;78;79,CHECK
8845,lower,R1C2,Cd-109-9178,4.96,1.69,1019,0.29,7,1010;1011;1018;1019;1020;1028;1029,
8845,lower,R1C3,Bi-207-8890,4.88,-4.74,1023,0.59,4,1022;1023;1032;1033,
8845,lower,R2C1,Bi-207-9176,0.14,5.57,1061,0.97,6,1049;1060;1061;1062;1073;1074,
8845,lower,R2C2,Bi-207-9177,0.13,-1.18,1065,1.04,6,1052;1053;1064;1065;1077;1078,
8845,lower,R2C3,Bi-207-8779,0.19,-7.58,1068,1.14,4,1056;1068;1069;1081,
8846,upper,R1C2,Cd-109-9178,2.08,2.34,87,0.63,5,75;76;86;87;97,
8846,upper,R1C3,Bi-207-8890,3.22,-3.68,90,0.99,6,78;79;90;91;100;101,
8846,upper,R2C1,Bi-207-9176,-3.53,5.74,37,0.59,7,26;27;36;37;38;48;49,
8846,upper,R2C2,Bi-207-9177,-2.65,-0.4,40,1.17,4,40;41;51;52,
8846,upper,R2C3,Bi-207-8779,-0.59,-5.03,80,1.7,4,68;80;81;92,
8846,lower,R1C2,Cd-109-9178,2.24,1.76,1039,0.02,7,1028;1029;1038;1039;1040;1050;1051,
8846,lower,R1C3,Bi-207-8890,2.16,-4.68,1043,0.52,4,1032;1042;1043;1054,
8846,lower,R2C1,Bi-207-9176,-2.58,5.64,1085,1.25,4,1073;1074;1085;1086,
8846,lower,R2C2,Bi-207-9177,-2.59,-1.12,1077,0.42,4,1077;1078;1088;1089,
8846,lower,R2C3,Bi-207-8779,-2.53,-7.52,1092,1.36,4,1080;1081;1091;1092,
8847,upper,R1C2,Cd-109-9178,-0.49,2.0,63,0.37,7,50;51;62;63;64;75;76,
8847,upper,R1C3,Bi-207-8890,0.65,-4.03,66,1.5,4,66;67;78;79,
8847,upper,R2C1,Bi-207-9176,-6.1,5.4,17,0.68,4,17;18;26;27,
8847,upper,R2C2,Bi-207-9177,-5.22,-0.75,30,0.12,7,20;21;29;30;31;40;41,
8847,upper,R2C3,Bi-207-8779,-3.17,-5.37,43,0.61,5,32;42;43;54;55,
8847,lower,R1C2,Cd-109-9178,-0.17,1.39,1063,0.68,4,1050;1051;1063;1064,
8847,lower,R1C3,Bi-207-8890,-0.25,-5.05,1054,1.24,4,1054;1055;1066;1067,
8847,lower,R2C1,Bi-207-9176,-4.99,5.27,1096,0.97,4,1085;1095;1096;1105,
8847,lower,R2C2,Bi-207-9177,-5.0,-1.49,1099,0.67,5,1088;1089;1099;1100;1109,
8847,lower,R2C3,Bi-207-8779,-4.94,-7.89,1102,1.85,4,1091;1092;1101;1102,CHECK
8848,upper,R1C2,Cd-109-9178,-2.26,1.94,50,0.66,4,39;50;51;63,
8848,upper,R1C3,Bi-207-8890,-1.12,-4.09,54,1.15,6,42;43;53;54;55;67,
8848,upper,R2C1,Bi-207-9176,-7.87,5.34,18,2.19,5,10;18;19;27;28,CHECK
8848,upper,R2C2,Bi-207-9177,-6.99,-0.81,12,1.26,4,12;13;20;21,
8848,upper,R2C3,Bi-207-8779,-4.93,-5.43,44,1.91,4,33;34;44;45,CHECK
8848,lower,R1C2,Cd-109-9178,-2.24,0.99,1076,0.12,7,1063;1064;1075;1076;1077;1087;1088,
8848,lower,R1C3,Bi-207-8890,-2.32,-5.45,1079,1.12,6,1066;1067;1079;1080;1090;1091,
8848,lower,R2C1,Bi-207-9176,-7.06,4.87,1105,0.45,5,1095;1096;1105;1106;1114,
8848,lower,R2C2,Bi-207-9177,-7.07,-1.88,1109,0.35,4,1108;1109;1117;1118,
8848,lower,R2C3,Bi-207-8779,-7.01,-8.28,1112,1.38,4,1101;1102;1111;1112,
8849,upper,R1C2,Cd-109-9178,-0.93,1.19,51,1.36,5,50;51;52;63;64,
8849,upper,R1C3,Bi-207-8890,0.21,-4.83,79,0.74,5,67;79;80;90;91,
8849,upper,R2C1,Bi-207-9176,-6.54,4.6,28,2.38,5,18;19;28;29;39,CHECK
8849,upper,R2C2,Bi-207-9177,-5.66,-1.55,41,1.92,5,30;31;41;42;53,CHECK
8849,upper,R2C3,Bi-207-8779,-3.6,-6.18,43,0.99,6,32;33;43;44;54;55,
8849,lower,R1C2,Cd-109-9178,6.65,2.56,1010,0.11,5,1009;1010;1011;1018;1019,
8849,lower,R1C3,Bi-207-8890,6.57,-3.88,1013,1.29,5,1012;1013;1014;1021;1022,
8849,lower,R2C1,Bi-207-9176,1.83,6.44,1048,1.14,5,1036;1037;1047;1048;1060,
8849,lower,R2C2,Bi-207-9177,1.82,-0.31,1040,0.53,4,1039;1040;1051;1052,
8849,lower,R2C3,Bi-207-8779,1.88,-6.71,1055,1.3,5,1043;1044;1054;1055;1067,
8850,upper,R1C2,Cd-109-9178,4.51,4.14,96,0.78,4,96;97;105;106,
8850,upper,R1C3,Bi-207-8890,5.65,-1.89,118,1.31,5,110;117;118;119;126,
8850,upper,R2C1,Bi-207-9176,-1.1,7.54,47,1.18,4,47;48;59;60,
8850,upper,R2C2,Bi-207-9177,-0.22,1.4,63,0.63,5,50;51;63;64;76,
8850,upper,R2C3,Bi-207-8779,1.84,-3.23,100,2.01,4,89;99;100;109,CHECK
8850,lower,R1C2,Cd-109-9178,5.12,3.48,1018,0.13,7,1009;1010;1017;1018;1019;1027;1028,
8850,lower,R1C3,Bi-207-8890,5.03,-2.96,1031,1.33,5,1021;1022;1030;1031;1032,
8850,lower,R2C1,Bi-207-9176,0.3,7.36,1060,1.13,7,1047;1048;1059;1060;1061;1072;1073,
8850,lower,R2C2,Bi-207-9177,0.28,0.61,1064,1.2,5,1051;1052;1063;1064;1076,
8850,lower,R2C3,Bi-207-8779,0.35,-5.8,1067,1.25,5,1055;1067;1068;1079;1080,
8853,upper,R1C2,Cd-109-9178,2.25,4.51,85,0.68,4,74;85;86;96,
8853,upper,R1C3,Bi-207-8890,3.39,-1.51,89,1.16,6,77;78;89;90;99;100,
8853,upper,R2C1,Bi-207-9176,-3.36,7.92,47,1.12,5,35;36;47;48;60,
8853,upper,R2C2,Bi-207-9177,-2.48,1.77,51,0.93,5,39;40;50;51;52,
8853,upper,R2C3,Bi-207-8779,-0.42,-2.86,54,2.35,4,42;43;54;55,CHECK
8853,lower,R1C2,Cd-109-9178,2.28,3.58,1038,0.12,7,1027;1028;1037;1038;1039;1049;1050,
8853,lower,R1C3,Bi-207-8890,2.2,-2.86,1042,0.61,4,1031;1041;1042;1053,
8853,lower,R2C1,Bi-207-9176,-2.54,7.46,1084,1.32,4,1072;1073;1084;1085,
8853,lower,R2C2,Bi-207-9177,-2.55,0.71,1076,0.34,4,1076;1077;1087;1088,
8853,lower,R2C3,Bi-207-8779,-2.49,-5.7,1091,1.36,5,1079;1080;1091;1092;1102,
8854,upper,R1C2,Cd-109-9178,-0.56,4.62,61,0.6,5,49;61;62;73;74,
8854,upper,R1C3,Bi-207-8890,0.58,-1.4,65,1.37,5,53;65;66;77;78,
8854,upper,R2C1,Bi-207-9176,-6.17,8.03,26,2.17,4,26;27;36;37,CHECK
8854,upper,R2C2,Bi-207-9177,-5.29,1.88,29,1.02,7,19;20;28;29;30;39;40,
8854,upper,R2C3,Bi-207-8779,-3.23,-2.74,43,2.51,5,32;33;42;43;44,CHECK
8854,lower,R1C2,Cd-109-9178,-0.39,3.54,1062,0.37,5,1049;1050;1061;1062;1063,
8854,lower,R1C3,Bi-207-8890,-0.48,-2.9,1053,1.26,5,1052;1053;1054;1065;1066,
8854,lower,R2C1,Bi-207-9176,-5.21,7.42,1095,1.36,3,1084;1094;1095,
8854,lower,R2C2,Bi-207-9177,-5.23,0.67,1098,0.2,6,1087;1088;1098;1099;1107;1108,
8854,lower,R2C3,Bi-207-8779,-5.16,-5.73,1102,0.34,5,1091;1101;1102;1111;1112,
8855,upper,R1C2,Cd-109-9178,-2.26,4.13,49,0.2,7,37;38;48;49;50;61;62,
8855,upper,R1C3,Bi-207-8890,-1.12,-1.89,53,1.33,7,41;42;52;53;54;65;66,
8855,upper,R2C1,Bi-207-9176,-7.87,7.53,17,2.59,4,9;17;18;27,CHECK
8855,upper,R2C2,Bi-207-9177,-6.99,1.39,11,1.36,5,10;11;12;19;20,
8855,upper,R2C3,Bi-207-8779,-4.93,-3.24,43,2.29,5,32;33;43;44;55,CHECK
8855,lower,R1C2,Cd-109-9178,-2.21,3.64,1074,0.69,4,1062;1074;1075;1086,
8855,lower,R1C3,Bi-207-8890,-2.29,-2.8,1078,0.21,7,1065;1066;1077;1078;1079;1089;1090,
8855,lower,R2C1,Bi-207-9176,-7.03,7.52,1105,2.34,4,1096;1105;1106;1114,CHECK
8855,lower,R2C2,Bi-207-9177,-7.04,0.77,1108,0.82,4,1107;1108;1116;1117,
8855,lower,R2C3,Bi-207-8779,-6.98,-5.63,1111,0.5,5,1101;1102;1110;1111;1112,
8856,upper,R2C1,Bi-207-9176,-9.96,7.54,,,0,,CHECK
8856,upper,R1C2,Cd-109-9178,-4.35,4.14,27,0.92,4,27;28;37;38,
8856,upper,R1C3,Bi-207-8890,-3.21,-1.89,53,1.19,4,53;54;65;66,
8856,upper,R2C2,Bi-207-9177,-9.08,1.39,19,2.36,4,11;19;20;29,CHECK
8856,upper,R2C3,Bi-207-8779,-7.02,-3.23,31,1.88,5,30;31;32;41;42,CHECK
8856,lower,R2C1,Bi-207-9176,-8.68,7.38,,,0,,CHECK
8856,lower,R1C2,Cd-109-9178,-3.86,3.5,1086,0.12,7,1074;1075;1085;1086;1087;1096;1097,
8856,lower,R1C3,Bi-207-8890,-3.95,-2.93,1100,1.34,3,1089;1090;1100,
8856,lower,R2C2,Bi-207-9177,-8.7,0.63,1108,2.05,4,1098;1107;1108;1116,CHECK
8856,lower,R2C3,Bi-207-8779,-8.63,-5.77,1111,1.97,4,1101;1102;1111;1112,CHECK
8857,upper,R1C2,Cd-109-9178,5.05,1.88,107,0.25,6,97;106;107;108;115;116,
8857,upper,R1C3,Bi-207-8890,6.19,-4.14,109,2.58,3,109;117;118,CHECK
8857,upper,R2C1,Bi-207-9176,-0.56,5.29,74,1.62,5,73;74;75;85;86,
8857,upper,R2C2,Bi-207-9177,0.32,-0.86,88,2.11,6,77;87;88;89;98;99,CHECK
8857,upper,R2C3,Bi-207-8779,2.38,-5.48,101,1.79,4,100;101;110;111,
8857,lower,R1C2,Cd-109-9178,5.85,1.12,1011,0.93,4,1011;1012;1019;1020,
8857,lower,R1C3,Bi-207-8890,5.77,-5.32,1023,0.53,5,1014;1022;1023;1032;1033,
8857,lower,R2C1,Bi-207-9176,1.03,5.0,1037,1.23,4,1026;1027;1037;1038,
8857,lower,R2C2,Bi-207-9177,1.02,-1.75,1041,1.23,5,1030;1031;1040;1041;1052,
8857,lower,R2C3,Bi-207-8779,1.08,-8.15,1068,2.2,4,1067;1068;1080;1081,CHECK
8858,upper,R2C1,Bi-207-9176,-8.8,8.37,,,0,,CHECK
8858,upper,R1C2,Cd-109-9178,-3.19,4.97,37,0.61,5,27;37;38;48;49,
8858,upper,R1C3,Bi-207-8890,-2.05,-1.06,41,1.83,6,30;31;40;41;52;53,CHECK
8858,upper,R2C2,Bi-207-9177,-7.92,2.22,10,0.5,4,10;11;18;19,
8858,upper,R2C3,Bi-207-8779,-5.86,-2.4,32,2.02,5,32;33;42;43;44,CHECK
8858,lower,R1C2,Cd-109-9178,-2.84,4.33,1074,0.59,5,1073;1074;1075;1085;1086,
8858,lower,R1C3,Bi-207-8890,-2.93,-2.11,1089,0.91,5,1077;1078;1088;1089;1090,
8858,lower,R2C1,Bi-207-9176,-7.66,8.21,1094,2.45,3,1084;1094;1095,CHECK
8858,lower,R2C2,Bi-207-9177,-7.67,1.46,1116,0.82,4,1107;1108;1115;1116,
8858,lower,R2C3,Bi-207-8779,-7.61,-4.95,1101,2.44,4,1091;1101;1102;1111,CHECK
8859,upper,R1C2,Cd-109-9178,-0.85,5.08,61,0.15,7,48;49;60;61;62;73;74,
8859,upper,R1C3,Bi-207-8890,0.29,-0.94,77,0.46,3,77;78;89,
8859,upper,R2C1,Bi-207-9176,-6.46,8.49,25,1.39,5,25;26;35;36;37,
8859,upper,R2C2,Bi-207-9177,-5.58,2.34,19,1.32,7,10;11;18;19;20;28;29,
8859,upper,R2C3,Bi-207-8779,-3.52,-2.29,52,1.9,5,51;52;53;64;65,CHECK
8859,lower,R1C2,Cd-109-9178,-0.74,4.24,1062,0.78,4,1049;1061;1062;1074,
8859,lower,R1C3,Bi-207-8890,-0.83,-2.2,1065,0.47,6,1053;1064;1065;1066;1077;1078,
8859,lower,R2C1,Bi-207-9176,-5.56,8.12,1094,0.45,3,1084;1094;1095,
8859,lower,R2C2,Bi-207-9177,-5.58,1.37,1107,1.23,4,1097;1098;1107;1108,
8859,lower,R2C3,Bi-207-8779,-5.51,-5.03,1111,1.25,4,1101;1102;1110;1111,
8860,upper,R1C2,Cd-109-9178,0.69,5.46,73,0.6,4,61;73;74;85,
8860,upper,R1C3,Bi-207-8890,1.83,-0.56,77,1.13,5,65;77;78;88;89,
8860,upper,R2C1,Bi-207-9176,-4.92,8.87,36,2.26,7,25;26;35;36;37;47;48,CHECK
8860,upper,R2C2,Bi-207-9177,-4.04,2.72,51,2.58,4,39;40;50;51,CHECK
8860,upper,R2C3,Bi-207-8779,-1.98,-1.9,42,2.36,4,32;42;43;54,CHECK
8860,lower,R1C2,Cd-109-9178,0.75,4.44,1049,0.11,7,1037;1038;1048;1049;1050;1061;1062,
8860,lower,R1C3,Bi-207-8890,0.66,-1.99,1053,0.61,5,1041;1042;1052;1053;1065,
8860,lower,R2C1,Bi-207-9176,-4.07,8.32,1084,1.43,3,1084;1094;1095,
8860,lower,R2C2,Bi-207-9177,-4.09,1.57,1087,0.37,6,1076;1086;1087;1088;1097;1098,
8860,lower,R2C3,Bi-207-8779,-4.02,-4.83,1091,0.46,4,1090;1091;1101;1102,
8861,upper,R1C2,Cd-109-9178,3.03,4.99,85,0.81,4,85;86;95;96,
8861,upper,R1C3,Bi-207-8890,4.17,-1.03,99,0.45,5,88;89;99;100;109,
8861,upper,R2C1,Bi-207-9176,-2.58,8.39,47,0.68,4,47;48;59;60,
8861,upper,R2C2,Bi-207-9177,-1.7,2.25,50,0.65,4,39;50;51;63,
8861,upper,R2C3,Bi-207-8779,0.36,-2.38,66,1.55,4,53;54;66;67,
8861,lower,R1C2,Cd-109-9178,3.62,4.34,1027,0.13,7,1017;1018;1026;1027;1028;1037;1038,
8861,lower,R1C3,Bi-207-8890,3.54,-2.1,1031,0.54,5,1021;1030;1031;1041;1042,
8861,lower,R2C1,Bi-207-9176,-1.2,8.22,1072,1.14,4,1059;1060;1072;1073,
8861,lower,R2C2,Bi-207-9177,-1.21,1.47,1076,1.2,5,1063;1064;1075;1076;1087,
8861,lower,R2C3,Bi-207-8779,-1.15,-4.93,1079,1.26,5,1066;1067;1079;1080;1091,
8862,upper,R1C2,Cd-109-9178,5.17,4.53,105,0.68,4,96;105;106;114,
8862,upper,R1C3,Bi-207-8890,6.31,-1.5,108,1.84,6,98;99;107;108;116;117,CHECK
8862,upper,R2C1,Bi-207-9176,-0.44,7.93,59,0.8,4,59;60;71;72,
8862,upper,R2C2,Bi-207-9177,0.44,1.78,75,0.87,5,62;63;75;76;87,
8862,upper,R2C3,Bi-207-8779,2.5,-2.84,79,2.3,5,66;67;78;79;80,CHECK
8862,lower,R1C2,Cd-109-9178,5.32,3.39,1018,0.1,7,1009;1010;1017;1018;1019;1027;1028,
8862,lower,R1C3,Bi-207-8890,5.24,-3.05,1021,1.32,6,1012;1013;1020;1021;1022;1031,
8862,lower,R2C1,Bi-207-9176,0.5,7.27,1047,0.58,4,1047;1048;1059;1060,
8862,lower,R2C2,Bi-207-9177,0.49,0.52,1051,0.44,5,1039;1050;1051;1063;1064,
8862,lower,R2C3,Bi-207-8779,0.55,-5.88,1067,1.47,4,1054;1055;1066;1067,
8863,upper,R1C2,Cd-109-9178,2.3,-3.29,90,0.18,5,78;79;90;91;101,
8863,upper,R1C3,Bi-207-8890,3.44,-9.31,103,1.55,3,92;102;103,
8863,upper,R2C1,Bi-207-9176,-3.31,0.12,51,1.3,7,39;40;50;51;52;63;64,
8863,upper,R2C2,Bi-207-9177,-2.43,-6.03,43,1.56,7,32;33;42;43;44;54;55,
8863,upper,R2C3,Bi-207-8779,-0.38,-10.66,69,2.03,5,56;68;69;80;81,CHECK
8863,lower,R1C2,Cd-109-9178,2.71,1.55,1039,0.49,6,1028;1029;1038;1039;1040;1051,
8863,lower,R1C3,Bi-207-8890,2.62,-4.88,1043,0.49,6,1032;1033;1042;1043;1054;1055,
8863,lower,R2C1,Bi-207-9176,-2.11,5.44,1062,2.4,5,1049;1050;1061;1062;1063,CHECK
8863,lower,R2C2,Bi-207-9177,-2.13,-1.32,1066,2.55,3,1053;1065;1066,CHECK
8863,lower,R2C3,Bi-207-8779,-2.06,-7.72,1080,1.67,5,1067;1079;1080;1091;1092,
8864,upper,R1C2,Cd-109-9178,3.94,2.68,97,0.21,7,86;87;96;97;98;106;107,
8864,upper,R1C3,Bi-207-8890,5.08,-3.34,101,1.66,6,90;91;100;101;110;111,
8864,upper,R2C1,Bi-207-9176,-1.67,6.09,73,2.42,4,73;74;84;85,CHECK
8864,upper,R2C2,Bi-207-9177,-0.79,-0.06,51,1.73,7,39;40;50;51;52;63;64,
8864,upper,R2C3,Bi-207-8779,1.27,-4.69,78,2.15,4,65;77;78;89,CHECK
8864,lower,R1C2,Cd-109-9178,4.17,1.25,1029,0.57,4,1019;1020;1028;1029,
8864,lower,R1C3,Bi-207-8890,4.09,-5.19,1032,0.92,5,1022;1023;1032;1033;1043,
8864,lower,R2C1,Bi-207-9176,-0.65,5.13,1049,1.61,4,1037;1038;1049;1050,
8864,lower,R2C2,Bi-207-9177,-0.66,-1.62,1053,1.72,4,1041;1042;1052;1053,
8864,lower,R2C3,Bi-207-8779,-0.6,-8.02,1080,2.56,4,1079;1080;1091;1092,CHECK
8865,upper,R1C2,Cd-109-9178,-2.27,3.52,49,0.81,4,38;49;50;62,
8865,upper,R1C3,Bi-207-8890,-1.13,-2.5,53,1.13,5,41;42;53;54;66,
8865,upper,R2C1,Bi-207-9176,-7.88,6.92,17,2.06,4,17;18;26;27,CHECK
8865,upper,R2C2,Bi-207-9177,-7.0,0.78,11,1.25,4,11;12;19;20,
8865,upper,R2C3,Bi-207-8779,-4.94,-3.85,43,1.8,4,33;43;44;55,
8865,lower,R1C2,Cd-109-9178,-2.24,2.7,1075,0.1,7,1062;1063;1074;1075;1076;1086;1087,
8865,lower,R1C3,Bi-207-8890,-2.33,-3.74,1079,0.6,4,1066;1078;1079;1090,
8865,lower,R2C1,Bi-207-9176,-7.06,6.58,1105,1.42,4,1095;1096;1105;1106,
8865,lower,R2C2,Bi-207-9177,-7.08,-0.17,1108,0.37,4,1108;1109;1116;1117,
8865,lower,R2C3,Bi-207-8779,-7.01,-6.57,1111,1.4,4,1101;1102;1110;1111,
